"All assets information, media account 'dolphmediasvc301'"
Exported with Azure Media Services Explorer v5.8.1.0 on 6/10/2024 11:30:16 AM. Dates are local.
Asset name,Description,Alternate Id,Asset Id,Created time,Last modified time,Storage account,Storage container,Asset type,Size,Streaming locators count,In MK/IO,Locator name #1,Created time,Start time,End time,Streaming Urls with streaming endpoint #0
output-2a263c4392bc4f76b5b1720319505eb2,,,b51046ed-e6ea-421c-aa0e-352513155c74,8/12/2020 5:39:10 PM,8/12/2020 5:39:10 PM,dolphmediastorage301,asset-b51046ed-e6ea-421c-aa0e-352513155c74,Multi Bitrate MP4 (4),4813752,1,False,locator-2a263c4392bc4f76b5b1720319505eb2,8/12/2020 5:40:11 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/0803bb78-7fb4-4ef8-938e-33ffe6362c67/RootResorptionMxLaterals_Waterma.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/0803bb78-7fb4-4ef8-938e-33ffe6362c67/RootResorptionMxLaterals_Waterma.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/0803bb78-7fb4-4ef8-938e-33ffe6362c67/RootResorptionMxLaterals_Waterma.ism/manifest(encryption=cenc)"
output-2c76bee30dfb4d2aa61c9fb7293fe9d3,,,19f9b953-a89c-4e89-a259-1521549ad909,8/12/2020 10:29:16 AM,8/12/2020 10:29:16 AM,dolphmediastorage301,asset-19f9b953-a89c-4e89-a259-1521549ad909,Multi Bitrate MP4 (4),16238791,1,False,locator-2c76bee30dfb4d2aa61c9fb7293fe9d3,8/12/2020 10:30:18 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/3171836c-21e6-49cf-ae2b-e7b900f42d5a/BiteTurboTextured_Watermarked.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/3171836c-21e6-49cf-ae2b-e7b900f42d5a/BiteTurboTextured_Watermarked.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/3171836c-21e6-49cf-ae2b-e7b900f42d5a/BiteTurboTextured_Watermarked.ism/manifest(encryption=cenc)"
output-2d2da3db6eff424d83f69dc1439dcf2e,,,6b855a1b-db26-4b2e-af18-18795136c7cc,8/12/2020 6:05:22 PM,8/12/2020 6:05:22 PM,dolphmediastorage301,asset-6b855a1b-db26-4b2e-af18-18795136c7cc,Multi Bitrate MP4 (4),7885852,1,False,locator-2d2da3db6eff424d83f69dc1439dcf2e,8/12/2020 6:06:23 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/4d8a59c1-d257-4cb2-91ac-8bdae47262c0/SingleLowerIncisorExtractionText.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/4d8a59c1-d257-4cb2-91ac-8bdae47262c0/SingleLowerIncisorExtractionText.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/4d8a59c1-d257-4cb2-91ac-8bdae47262c0/SingleLowerIncisorExtractionText.ism/manifest(encryption=cenc)"
output-2d8e7efe97c84cc7ac8f9bc9a16eda33,,,81d1d789-d21f-4167-8495-de789bd0c727,8/12/2020 10:30:22 AM,8/12/2020 10:30:22 AM,dolphmediastorage301,asset-81d1d789-d21f-4167-8495-de789bd0c727,Multi Bitrate MP4 (4),10909783,1,False,locator-2d8e7efe97c84cc7ac8f9bc9a16eda33,8/12/2020 10:31:23 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/4acb4b61-ee9b-42ff-997b-029ae8481f9b/BlackTriangles_Watermarked.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/4acb4b61-ee9b-42ff-997b-029ae8481f9b/BlackTriangles_Watermarked.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/4acb4b61-ee9b-42ff-997b-029ae8481f9b/BlackTriangles_Watermarked.ism/manifest(encryption=cenc)"
output-2df006aa669845329971545c8f1f08b5,,,1418289f-a3f7-4ee1-9031-e19e1ab5bc55,8/12/2020 7:17:10 PM,8/12/2020 7:17:10 PM,dolphmediastorage301,asset-1418289f-a3f7-4ee1-9031-e19e1ab5bc55,Multi Bitrate MP4 (4),13321493,1,False,locator-2df006aa669845329971545c8f1f08b5,8/12/2020 7:18:12 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/7c65582a-07f2-4180-83c1-da98153434ab/TongueTiedSurgeryLaser_Watermark.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/7c65582a-07f2-4180-83c1-da98153434ab/TongueTiedSurgeryLaser_Watermark.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/7c65582a-07f2-4180-83c1-da98153434ab/TongueTiedSurgeryLaser_Watermark.ism/manifest(encryption=cenc)"
output-2f2ba5d257624b29875ce299d651bccc,,,5b73b300-88fd-4747-a4f4-a3525d03d541,8/12/2020 11:24:21 AM,8/12/2020 11:24:21 AM,dolphmediastorage301,asset-5b73b300-88fd-4747-a4f4-a3525d03d541,Multi Bitrate MP4 (4),2045060,1,False,locator-2f2ba5d257624b29875ce299d651bccc,8/12/2020 11:25:22 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/323a8bee-472c-47f0-b6e6-f9aa24b43d40/ClassIIDiv1OverjetSkeletalTextur.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/323a8bee-472c-47f0-b6e6-f9aa24b43d40/ClassIIDiv1OverjetSkeletalTextur.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/323a8bee-472c-47f0-b6e6-f9aa24b43d40/ClassIIDiv1OverjetSkeletalTextur.ism/manifest(encryption=cenc)"
output-2f740c35abcb4d0e99aabd12dc3550fe,,,2e7a3ba4-2fc2-4df6-8c72-1169877b3e70,8/12/2020 3:43:32 PM,8/12/2020 3:43:32 PM,dolphmediastorage301,asset-2e7a3ba4-2fc2-4df6-8c72-1169877b3e70,Multi Bitrate MP4 (4),18725484,1,False,locator-2f740c35abcb4d0e99aabd12dc3550fe,8/12/2020 3:44:34 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/3a2f5086-6948-47d3-92ca-d910357a0ef4/MandibularAdvancementLipsClosedT.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/3a2f5086-6948-47d3-92ca-d910357a0ef4/MandibularAdvancementLipsClosedT.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/3a2f5086-6948-47d3-92ca-d910357a0ef4/MandibularAdvancementLipsClosedT.ism/manifest(encryption=cenc)"
output-2f98e2c1074248689ef6765e3618adc8,,,c12507cb-8607-48d9-ac5e-894753b9489e,8/12/2020 6:14:36 PM,8/12/2020 6:14:36 PM,dolphmediastorage301,asset-c12507cb-8607-48d9-ac5e-894753b9489e,Multi Bitrate MP4 (4),17732011,1,False,locator-2f98e2c1074248689ef6765e3618adc8,8/12/2020 6:15:38 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/07a5bdce-3d64-4254-98ad-d1fc367ad5a4/SuperFlossBadHygieneTextured_Wat.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/07a5bdce-3d64-4254-98ad-d1fc367ad5a4/SuperFlossBadHygieneTextured_Wat.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/07a5bdce-3d64-4254-98ad-d1fc367ad5a4/SuperFlossBadHygieneTextured_Wat.ism/manifest(encryption=cenc)"
output-2fe0817836404bea9be40473ba1f1818,,,c782114d-573c-40bb-adbe-495576db3cb5,8/12/2020 10:33:41 AM,8/12/2020 10:33:41 AM,dolphmediastorage301,asset-c782114d-573c-40bb-adbe-495576db3cb5,Multi Bitrate MP4 (4),7615271,1,False,locator-2fe0817836404bea9be40473ba1f1818,8/12/2020 10:34:42 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/ea8016d6-2a56-49db-b6e5-bee1ac868c44/BracesBandRemoval_Watermarked.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/ea8016d6-2a56-49db-b6e5-bee1ac868c44/BracesBandRemoval_Watermarked.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/ea8016d6-2a56-49db-b6e5-bee1ac868c44/BracesBandRemoval_Watermarked.ism/manifest(encryption=cenc)"
output-3059ccd393c246d2b3f033f49321de55,,,cb3f60d2-7d7a-4117-9373-184ab1ba5ec3,8/12/2020 12:48:12 PM,8/12/2020 12:48:12 PM,dolphmediastorage301,asset-cb3f60d2-7d7a-4117-9373-184ab1ba5ec3,Multi Bitrate MP4 (4),9359071,1,False,locator-3059ccd393c246d2b3f033f49321de55,8/12/2020 12:49:13 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/eaffdae8-8a48-4134-aa22-f4a2b359e0d6/ElasticsClassIIIMdCanines_Waterm.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/eaffdae8-8a48-4134-aa22-f4a2b359e0d6/ElasticsClassIIIMdCanines_Waterm.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/eaffdae8-8a48-4134-aa22-f4a2b359e0d6/ElasticsClassIIIMdCanines_Waterm.ism/manifest(encryption=cenc)"
output-31647f97b31e45c3afce297b5e46d153,,,1f30f247-860c-4af4-81c2-83f19f572ec8,8/12/2020 10:09:52 AM,8/12/2020 10:09:52 AM,dolphmediastorage301,asset-1f30f247-860c-4af4-81c2-83f19f572ec8,Multi Bitrate MP4 (4),18945503,1,False,locator-31647f97b31e45c3afce297b5e46d153,8/12/2020 10:10:53 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/a797ff9a-c6cc-4839-a05a-14688fe4a5e7/AsymmetricBicuspidExtractionMx_W.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/a797ff9a-c6cc-4839-a05a-14688fe4a5e7/AsymmetricBicuspidExtractionMx_W.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/a797ff9a-c6cc-4839-a05a-14688fe4a5e7/AsymmetricBicuspidExtractionMx_W.ism/manifest(encryption=cenc)"
output-330ad999b985445b9f5d2765a38d3583,,,b85c259b-ff20-4229-865d-b7b4850044a3,8/12/2020 1:59:20 PM,8/12/2020 1:59:20 PM,dolphmediastorage301,asset-b85c259b-ff20-4229-865d-b7b4850044a3,Multi Bitrate MP4 (4),17192898,1,False,locator-330ad999b985445b9f5d2765a38d3583,8/12/2020 2:00:21 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/4212e1f3-9660-4e8b-920e-ecde7fe3e41d/FrankelApplianceTypeIV_Watermark.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/4212e1f3-9660-4e8b-920e-ecde7fe3e41d/FrankelApplianceTypeIV_Watermark.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/4212e1f3-9660-4e8b-920e-ecde7fe3e41d/FrankelApplianceTypeIV_Watermark.ism/manifest(encryption=cenc)"
output-33fbebaae7544bd482cfcb4720322abc,,,abbc3672-663b-4391-a803-9f86929e68b3,8/12/2020 10:02:23 AM,8/12/2020 10:02:23 AM,dolphmediastorage301,asset-abbc3672-663b-4391-a803-9f86929e68b3,Multi Bitrate MP4 (4),4352843,1,False,locator-33fbebaae7544bd482cfcb4720322abc,8/12/2020 10:03:24 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/7426be65-cced-4429-8f79-f2d56572453b/ArchformNarrowMd_Watermarked.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/7426be65-cced-4429-8f79-f2d56572453b/ArchformNarrowMd_Watermarked.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/7426be65-cced-4429-8f79-f2d56572453b/ArchformNarrowMd_Watermarked.ism/manifest(encryption=cenc)"
output-3448a549e6c94e619c056f40846bd231,,,6f90b331-fc7f-4008-a4bb-17a28ea90710,8/12/2020 10:48:12 AM,8/12/2020 10:48:12 AM,dolphmediastorage301,asset-6f90b331-fc7f-4008-a4bb-17a28ea90710,Multi Bitrate MP4 (4),26112086,1,False,locator-3448a549e6c94e619c056f40846bd231,8/12/2020 10:49:13 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/f1a3bdfb-9d55-4968-b911-7ded42515c63/BracketLigationSelfLigatingSmart.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/f1a3bdfb-9d55-4968-b911-7ded42515c63/BracketLigationSelfLigatingSmart.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/f1a3bdfb-9d55-4968-b911-7ded42515c63/BracketLigationSelfLigatingSmart.ism/manifest(encryption=cenc)"
output-348950f4c77a4188af37742853cdb4b7,,,5239115e-cb74-48aa-9246-c8f95e6f142f,8/12/2020 3:53:27 PM,8/12/2020 3:53:27 PM,dolphmediastorage301,asset-5239115e-cb74-48aa-9246-c8f95e6f142f,Multi Bitrate MP4 (4),21017091,1,False,locator-348950f4c77a4188af37742853cdb4b7,8/12/2020 3:54:29 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/dbde567b-8bb0-4b6d-b8b6-574b65e0ad63/MaxillaryImpactionOpenBiteLipsCl.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/dbde567b-8bb0-4b6d-b8b6-574b65e0ad63/MaxillaryImpactionOpenBiteLipsCl.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/dbde567b-8bb0-4b6d-b8b6-574b65e0ad63/MaxillaryImpactionOpenBiteLipsCl.ism/manifest(encryption=cenc)"
output-359c8050993049cf83465de2f2611cae,,,5dae4113-ffb4-4424-8d3c-f3c45e68802f,8/12/2020 6:16:47 PM,8/12/2020 6:16:47 PM,dolphmediastorage301,asset-5dae4113-ffb4-4424-8d3c-f3c45e68802f,Multi Bitrate MP4 (4),5394660,1,False,locator-359c8050993049cf83465de2f2611cae,8/12/2020 6:17:48 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/3c3be51e-cf18-492b-a53c-4d9b23dbda3b/SupernumeraryTeeth_Watermarked.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/3c3be51e-cf18-492b-a53c-4d9b23dbda3b/SupernumeraryTeeth_Watermarked.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/3c3be51e-cf18-492b-a53c-4d9b23dbda3b/SupernumeraryTeeth_Watermarked.ism/manifest(encryption=cenc)"
output-366dea4e0dc64b9393eabeaa858327e1,,,cbba1c8a-e01d-46b8-a2ab-b86eaa424db2,8/12/2020 11:43:29 AM,8/12/2020 11:43:29 AM,dolphmediastorage301,asset-cbba1c8a-e01d-46b8-a2ab-b86eaa424db2,Multi Bitrate MP4 (4),10174128,1,False,locator-366dea4e0dc64b9393eabeaa858327e1,8/12/2020 11:44:30 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/653eff13-b1c7-4046-a2d7-003033bb868e/ClassIMolarClassIICanineMalocclu.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/653eff13-b1c7-4046-a2d7-003033bb868e/ClassIMolarClassIICanineMalocclu.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/653eff13-b1c7-4046-a2d7-003033bb868e/ClassIMolarClassIICanineMalocclu.ism/manifest(encryption=cenc)"
output-368364f52fec43aa8f79edcc44e511f5,,,2ea5bd92-ea67-4a54-859c-d9b12d75134b,8/12/2020 9:48:32 AM,8/12/2020 9:48:32 AM,dolphmediastorage301,asset-2ea5bd92-ea67-4a54-859c-d9b12d75134b,Multi Bitrate MP4 (4),11089093,1,False,locator-368364f52fec43aa8f79edcc44e511f5,8/12/2020 9:49:34 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/0b261c1e-caaa-4ea4-8daa-c2c701ded56a/AirwayObstructionTonsils_NoText_.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/0b261c1e-caaa-4ea4-8daa-c2c701ded56a/AirwayObstructionTonsils_NoText_.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/0b261c1e-caaa-4ea4-8daa-c2c701ded56a/AirwayObstructionTonsils_NoText_.ism/manifest(encryption=cenc)"
output-373735ed860144df9c8d02c0ec23227d,,,e89f2d83-7626-4728-abab-9c5f9b47311f,8/12/2020 11:52:04 AM,8/12/2020 11:52:04 AM,dolphmediastorage301,asset-e89f2d83-7626-4728-abab-9c5f9b47311f,Multi Bitrate MP4 (4),9964458,1,False,locator-373735ed860144df9c8d02c0ec23227d,8/12/2020 11:53:06 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/390896f3-8602-438d-b9ac-c6607d80b1f9/CoilClosedSpaceMaintain_Watermar.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/390896f3-8602-438d-b9ac-c6607d80b1f9/CoilClosedSpaceMaintain_Watermar.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/390896f3-8602-438d-b9ac-c6607d80b1f9/CoilClosedSpaceMaintain_Watermar.ism/manifest(encryption=cenc)"
output-37d104bff68640dd8d18c60ab2d84875,,,ee74e5ec-0d33-4b67-b914-150e28950f4f,8/12/2020 3:29:38 PM,8/12/2020 3:29:38 PM,dolphmediastorage301,asset-ee74e5ec-0d33-4b67-b914-150e28950f4f,Multi Bitrate MP4 (4),2104670,1,False,locator-37d104bff68640dd8d18c60ab2d84875,8/12/2020 3:30:39 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/9a44b7e6-ce16-4ebf-a072-49a28276cebf/LipSliderMdSoftTissueOnly_Waterm.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/9a44b7e6-ce16-4ebf-a072-49a28276cebf/LipSliderMdSoftTissueOnly_Waterm.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/9a44b7e6-ce16-4ebf-a072-49a28276cebf/LipSliderMdSoftTissueOnly_Waterm.ism/manifest(encryption=cenc)"
output-3848f8ec6b954a2ea4be1d09f1ea199a,,,89ba62ea-38f2-4c76-964e-ce5a1a78b9c0,8/12/2020 10:18:40 AM,8/12/2020 10:18:40 AM,dolphmediastorage301,asset-89ba62ea-38f2-4c76-964e-ce5a1a78b9c0,Multi Bitrate MP4 (4),14115538,1,False,locator-3848f8ec6b954a2ea4be1d09f1ea199a,8/12/2020 10:19:41 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/953ae42f-1a8d-4653-9266-e9e0c5daa9db/BionatorITextured_Watermarked.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/953ae42f-1a8d-4653-9266-e9e0c5daa9db/BionatorITextured_Watermarked.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/953ae42f-1a8d-4653-9266-e9e0c5daa9db/BionatorITextured_Watermarked.ism/manifest(encryption=cenc)"
output-38506bea8beb44af832821bcef63d752,,,235338f4-88fe-4ff5-8eb2-eb3c5601e54c,8/12/2020 2:27:34 PM,8/12/2020 2:27:34 PM,dolphmediastorage301,asset-235338f4-88fe-4ff5-8eb2-eb3c5601e54c,Multi Bitrate MP4 (4),14931747,1,False,locator-38506bea8beb44af832821bcef63d752,8/12/2020 2:28:35 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/97d5e176-0477-4b56-85f0-1fae02716cbd/HerbstApplianceSoftTissueMixedDe.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/97d5e176-0477-4b56-85f0-1fae02716cbd/HerbstApplianceSoftTissueMixedDe.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/97d5e176-0477-4b56-85f0-1fae02716cbd/HerbstApplianceSoftTissueMixedDe.ism/manifest(encryption=cenc)"
output-385200c491554d638684f664e260b7fc,,,c21e92dd-7bf2-46cb-b135-55e16e2c86d0,8/12/2020 4:53:08 PM,8/12/2020 4:53:08 PM,dolphmediastorage301,asset-c21e92dd-7bf2-46cb-b135-55e16e2c86d0,Multi Bitrate MP4 (4),58527609,1,False,locator-385200c491554d638684f664e260b7fc,8/12/2020 4:54:10 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/b0da28da-7a50-4c84-955b-1cd73c3f0fc2/PlaqueHD-BondingDayVideo.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/b0da28da-7a50-4c84-955b-1cd73c3f0fc2/PlaqueHD-BondingDayVideo.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/b0da28da-7a50-4c84-955b-1cd73c3f0fc2/PlaqueHD-BondingDayVideo.ism/manifest(encryption=cenc)"
output-389c0850eea740e2b7f489c9fefb68a6,,,b90c74a2-150c-4fdd-81d8-270bf3a48b10,8/12/2020 9:37:10 AM,8/12/2020 9:37:10 AM,dolphmediastorage301,asset-b90c74a2-150c-4fdd-81d8-270bf3a48b10,Multi Bitrate MP4 (4),8659241,1,False,locator-389c0850eea740e2b7f489c9fefb68a6,8/12/2020 9:38:11 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/5cf08d4e-2067-4048-be30-9f41e150bd55/2x4UAWMxCloseBite_Watermarked.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/5cf08d4e-2067-4048-be30-9f41e150bd55/2x4UAWMxCloseBite_Watermarked.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/5cf08d4e-2067-4048-be30-9f41e150bd55/2x4UAWMxCloseBite_Watermarked.ism/manifest(encryption=cenc)"
output-38b2306704404c56a88b4da8693dcdb6,,,d137791b-9d9a-4e51-8d23-fae150999142,8/12/2020 5:54:13 PM,8/12/2020 5:54:13 PM,dolphmediastorage301,asset-d137791b-9d9a-4e51-8d23-fae150999142,Multi Bitrate MP4 (4),19814022,1,False,locator-38b2306704404c56a88b4da8693dcdb6,8/12/2020 5:55:15 PM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/18446272-ba9f-4414-b9b3-cb3c71af3570/RPEPalatalSutureMixedDentition_W.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/18446272-ba9f-4414-b9b3-cb3c71af3570/RPEPalatalSutureMixedDentition_W.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/18446272-ba9f-4414-b9b3-cb3c71af3570/RPEPalatalSutureMixedDentition_W.ism/manifest(encryption=cenc)"
output-3a9610bb8f014867825d8f07186ef8b4,,,8a4eaa4d-833e-480e-b683-561b5538dfd8,8/12/2020 11:49:54 AM,8/12/2020 11:49:54 AM,dolphmediastorage301,asset-8a4eaa4d-833e-480e-b683-561b5538dfd8,Multi Bitrate MP4 (4),11032456,1,False,locator-3a9610bb8f014867825d8f07186ef8b4,8/12/2020 11:50:56 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/897a9273-080a-49f1-be36-51c521f0f0a1/ClearRetainer_Watermarked.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/897a9273-080a-49f1-be36-51c521f0f0a1/ClearRetainer_Watermarked.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/897a9273-080a-49f1-be36-51c521f0f0a1/ClearRetainer_Watermarked.ism/manifest(encryption=cenc)"
output-3b175158458d4a16bf9a999c448a972e,,,3cd8fced-94a9-455a-a26a-8e116987d105,8/12/2020 10:05:34 AM,8/12/2020 10:05:34 AM,dolphmediastorage301,asset-3cd8fced-94a9-455a-a26a-8e116987d105,Multi Bitrate MP4 (4),4337942,1,False,locator-3b175158458d4a16bf9a999c448a972e,8/12/2020 10:06:35 AM,,12/31/9999 5:59:59 PM,"https://dolphmediasvc301-usno1.streaming.media.azure.net/7f93885c-3e42-4af7-b886-c81b0d0b0794/ArchformNarrowMxNoCrowding_Water.ism/manifest(format=mpd-time-csf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/7f93885c-3e42-4af7-b886-c81b0d0b0794/ArchformNarrowMxNoCrowding_Water.ism/manifest(format=mpd-time-cmaf,encryption=cenc), https://dolphmediasvc301-usno1.streaming.media.azure.net/7f93885c-3e42-4af7-b886-c81b0d0b0794/ArchformNarrowMxNoCrowding_Water.ism/manifest(encryption=cenc)"
